GOAL_ID,GROUP_NAME,TICKET_NO,STATUS_FLAG,AMOUNT,TXN_STATUS,INSTALLMENT,TRXNS_TYPE,PAYMENT_MODE,RECEIVED_DATE,FTR_NUMBER,BANK_REF_NUMBER,TRXNS_DATE_TIME,TRXNS_DATE,TRXNS_BY,PAYMENT_GATEWAY,RECON_FLAG,COMMENTS
2024660,MSRP014W,45,member,1000,SUCCESS,3,EMI,UPI,2022-11-26,2024660M1669424705776,2.33E+11,2022-11-26,2022-11-26,,CASHFREE,no,
2094684,MSRP016W,67,member,1000,SUCCESS,3,EMI,UPI,2022-11-26,2094684M1669422490197,2.33E+11,2022-11-26,2022-11-26,,CASHFREE,no,
2094645,MSRG033W,41,member,2000,SUCCESS,2,EMI,UPI,2022-11-26,2094645M1669422382230,2.33E+11,2022-11-26,2022-11-26,,CASHFREE,no,
477792,HYG0013W,80,member,2000,SUCCESS,13,EMI,UPI,2022-11-26,477792M1669421816956,2.33E+11,2022-11-26,2022-11-26,,CASHFREE,no,
1429246,MSRP001W,22,member,1000,SUCCESS,6,EMI,UPI,2022-11-26,1429246M1669411573552,2.33E+11,2022-11-26,2022-11-26,,CASHFREE,no,
1714853,MSRP006W,2,member,125,SUCCESS,4,EMI,UPI,2022-11-25,1714853T1669360870755,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:47
1912324,MSRP011W,76,member,127,SUCCESS,3,EMI,UPI,2022-11-25,1912324T1669350294883,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:47
2023279,MSRP014W,15,member,126,SUCCESS,3,EMI,UPI,2022-11-24,2023279T1669298950225,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
51162,IBG005Db,38,member,0.339844,SUCCESS,27,EMI,CHEQUE,2022-11-18,51162T1669008045009,cheque-97554,2022-11-26,2022-11-26,Ravali are,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:46
2011998,MSRG032W,32,member,129,SUCCESS,3,EMI,UPI,2022-11-20,2011998T1668956822080,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
1861969,MSRP010W,10,member,126,SUCCESS,4,EMI,UPI,2022-11-19,1861969T1668873144822,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
1560138,MSRP002W,64,member,239,SUCCESS,5,EMI,UPI,2022-11-19,1560138T1668869787605,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
1685270,MSRG029W,47,member,128,SUCCESS,5,EMI,UPI,2022-11-19,1685270T1668857992009,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
2047762,MSRG032W,74,member,127,SUCCESS,3,EMI,UPI,2022-11-18,2047762T1668783748465,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
1888586,MSRP011W,7,member,123,SUCCESS,3,EMI,UPI,2022-11-18,1888586T1668780393492,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
1584913,MSRG029W,11,member,125,SUCCESS,5,EMI,UPI,2022-11-17,1584913T1668681997709,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
1868931,MSRG030W,85,member,125,SUCCESS,4,EMI,UPI,2022-11-17,1868931T1668672122261,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
25571,HYD001W,5,member,9718,SUCCESS,22,EMI,NEFT,2022-11-09,25571T1668611132287,2.31E+11,2022-11-26,2022-11-26,Pavan Kumar Bonagiri,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:46
2078528,MSRP015W,15,member,121,SUCCESS,3,EMI,UPI,2022-11-16,2078528T1668585229984,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:46
2071301,MSRP015W,1,member,121,SUCCESS,3,EMI,UPI,2022-11-16,2071301T1668578606566,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1937684,MSRP012W,35,member,121,SUCCESS,3,EMI,UPI,2022-11-16,1937684T1668565254596,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1901673,MSRB011W,82,member,256,SUCCESS,4,EMI,UPI,2022-11-15,1901673T1668485799514,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
2211807,MSRP016W,86,member,121,SUCCESS,3,EMI,UPI,2022-11-15,2211807T1668483621353,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
2112252,MSRP016W,32,member,121,SUCCESS,3,EMI,UPI,2022-11-15,2112252T1668458690393,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1889521,MSRP011W,23,member,120,SUCCESS,3,EMI,UPI,2022-11-14,1889521T1668446425994,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1889509,MSRP011W,22,member,120,SUCCESS,3,EMI,UPI,2022-11-14,1889509T1668446263162,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1924068,MSRP012W,6,member,120,SUCCESS,3,EMI,UPI,2022-11-14,1924068T1668430688453,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
2004138,MSRP013W,72,member,120,SUCCESS,3,EMI,UPI,2022-11-14,2004138T1668417374645,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1510660,MSRG028W,32,member,50,SUCCESS,6,EMI,UPI,2022-11-14,1510660T1668417129283,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1530207,MSRG028W,56,member,192,SUCCESS,6,EMI,UPI,2022-11-14,1530207T1668413508275,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1609831,MSRP003W,43,member,120,SUCCESS,5,EMI,UPI,2022-11-14,1609831T1668388335718,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
2119722,MSRP016W,54,member,120,SUCCESS,3,EMI,UPI,2022-11-14,2119722T1668367693792,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1603570,MSRP003W,33,member,193,SUCCESS,5,EMI,UPI,2022-11-13,1603570T1668352139227,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1778772,MSRP007W,77,member,120,SUCCESS,4,EMI,UPI,2022-11-13,1778772T1668348813090,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1809835,MSRP008W,48,member,148,SUCCESS,4,EMI,UPI,2022-11-13,1809835T1668348199762,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1879683,MSRP010W,55,member,120,SUCCESS,4,EMI,UPI,2022-11-13,1879683T1668347913213,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1930347,MSRP012W,27,member,120,SUCCESS,3,EMI,UPI,2022-11-13,1930347T1668347497777,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
2058620,MSRP014W,65,member,120,SUCCESS,3,EMI,UPI,2022-11-13,2058620T1668343067696,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
1974099,MSRP012W,94,member,120,SUCCESS,3,EMI,UPI,2022-11-13,1974099T1668339799126,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:45
827733,MPS6K004T,56,member,500,SUCCESS,9,EMI,UPI,2022-11-13,827733T1668336875005,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1519377,MSRG028W,38,member,172,SUCCESS,6,EMI,UPI,2022-11-13,1519377T1668330186915,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1796337,MSRP008W,25,member,148,SUCCESS,4,EMI,UPI,2022-11-13,1796337T1668326499093,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1565517,MSRP002W,70,member,116,SUCCESS,5,EMI,UPI,2022-11-13,1565517T1668326110939,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
2011166,MSRB012W,63,member,123,SUCCESS,3,EMI,UPI,2022-11-13,2011166T1668321776500,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1624681,MSRP003W,66,member,119,SUCCESS,5,EMI,UPI,2022-11-12,1624681T1668260880083,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1583858,MSRG029W,9,member,120,SUCCESS,5,EMI,UPI,2022-11-12,1583858T1668244918289,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1983139,MSRP013W,29,member,119,SUCCESS,3,EMI,UPI,2022-11-12,1983139T1668242616884,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
2022879,MSRG032W,46,member,120,SUCCESS,3,EMI,UPI,2022-11-12,2022879T1668240933632,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1912352,MSRB011W,90,member,239,SUCCESS,4,EMI,UPI,2022-11-12,1912352T1668240489276,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1669588,MSRP004W,8,member,113,SUCCESS,4,EMI,UPI,2022-11-12,1669588T1668240469966,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
2113505,MSRP016W,39,member,119,SUCCESS,3,EMI,UPI,2022-11-12,2113505T1668240230630,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
2009741,MSRB012W,62,member,121,SUCCESS,3,EMI,UPI,2022-11-12,2009741T1668239808343,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1855536,MSRP010W,2,member,147,SUCCESS,4,EMI,UPI,2022-11-12,1855536T1668239727849,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
1945100,MSRB012W,20,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1945100T1668188520556,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:44
2093124,MSRP015W,69,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2093124T1668182264842,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1859607,MSRP010W,5,member,116,SUCCESS,4,EMI,UPI,2022-11-11,1859607T1668181871983,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1829253,MSRP009W,20,member,118,SUCCESS,4,EMI,UPI,2022-11-11,1829253T1668181528018,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2041739,MSRP014W,50,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2041739T1668179549392,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2210903,MSRP016W,81,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2210903T1668175820965,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1802517,MSRG030W,37,member,236,SUCCESS,4,EMI,UPI,2022-11-11,1802517T1668174608773,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1794969,MSRP008W,20,member,116,SUCCESS,4,EMI,UPI,2022-11-11,1794969T1668174575155,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2003825,MSRG032W,23,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2003825T1668173891431,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2084293,MSRP015W,31,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2084293T1668167248779,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2031545,MSRG032W,58,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2031545T1668166551888,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1894071,MSRP011W,34,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1894071T1668164764405,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1836772,MSRG030W,65,member,118,SUCCESS,4,EMI,UPI,2022-11-11,1836772T1668161888874,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1868326,MSRP010W,21,member,118,SUCCESS,4,EMI,UPI,2022-11-11,1868326T1668155499568,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1946779,MSRG031W,63,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1946779T1668153138644,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1931837,MSRP012W,38,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1931837T1668153005367,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1920417,MSRP012W,1,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1920417T1668149879014,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2091067,MSRP015W,53,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2091067T1668143559307,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2024930,MSRP014W,27,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2024930T1668143264444,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1679711,MSRP004W,25,member,112,SUCCESS,4,EMI,UPI,2022-11-11,1679711T1668142930662,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1600288,MSRB010W,16,member,215,SUCCESS,5,EMI,UPI,2022-11-11,1600288T1668137617245,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1992664,MSRP013W,57,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1992664T1668135849102,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1938782,MSRP012W,56,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1938782T1668132428428,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
2118433,MSRP016W,47,member,118,SUCCESS,3,EMI,UPI,2022-11-11,2118433T1668130208774,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:43
1866251,MSRP007W,68,member,118,SUCCESS,4,EMI,UPI,2022-11-11,1866251T1668109579049,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:42
1946920,MSRB012W,21,member,118,SUCCESS,3,EMI,UPI,2022-11-11,1946920T1668106180300,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:42
765850,MPS6K004T,48,member,500,SUCCESS,9,EMI,UPI,2022-11-10,765850T1668097669180,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:42
1670827,MSRG029W,38,member,118,SUCCESS,5,EMI,UPI,2022-11-10,1670827T1668097423838,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:42
1797788,MSRG030W,35,member,118,SUCCESS,4,EMI,UPI,2022-11-10,1797788T1668094137790,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:42
1265991,MPG027W,2,member,135,SUCCESS,6,EMI,UPI,2022-11-09,1265991T1668084279764,2.31E+11,2022-11-26,2022-11-26,Pavan Kumar Bonagiri,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:42
1952968,MSRP012W,72,member,1000,SUCCESS,3,EMI,UPI,2022-11-10,1952968T1668081493428,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:42
41666,HYB002W,80,member,151,SUCCESS,22,EMI,UPI,2022-11-09,41666T1668078942049,2.31E+11,2022-11-26,2022-11-26,Ravali are,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:41
1797491,MSRG030W,33,member,118,SUCCESS,4,EMI,UPI,2022-11-10,1797491T1668067588957,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:41
1702820,MSRP005W,19,member,118,SUCCESS,4,EMI,UPI,2022-11-10,1702820T1668066517078,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:41
1664950,MSRP004W,21,member,2,SUCCESS,4,EMI,PENALTY_WAIVE_OFF,2022-11-10,2324811,PENALTY_WAIVE_OFF,2022-11-26,2022-11-26,,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:41
1664950,MSRP004W,21,member,100,SUCCESS,4,EMI,PENALTY_WAIVE_OFF,2022-11-10,2324810,PENALTY_WAIVE_OFF,2022-11-26,2022-11-26,,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:41
1699560,MSRB010W,58,member,118,SUCCESS,5,EMI,UPI,2022-11-10,1699560T1668065612392,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:41
1558981,MSRP002W,63,member,119,SUCCESS,5,EMI,UPI,2022-11-10,1558981T1668063036741,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:41
1830069,MSRP009W,24,member,118,SUCCESS,4,EMI,UPI,2022-11-10,1830069T1668061561299,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:41
1874692,MSRG030W,92,member,121,SUCCESS,4,EMI,UPI,2022-11-10,1874692T1668061050912,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:41
732788,MPS6K004T,29,member,500,SUCCESS,9,EMI,UPI,2022-11-10,732788T1668060823933,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:41
1813818,MSRG030W,47,member,2000,SUCCESS,4,EMI,UPI,2022-11-10,1813818T1668060064913,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
780013,MPS6K004T,55,member,500,SUCCESS,9,EMI,UPI,2022-11-10,780013T1668056926601,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1531029,MSRG028W,58,member,1877,SUCCESS,6,EMI,UPI,2022-11-10,1531029T1668054970166,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1846526,MSRP009W,38,member,118,SUCCESS,4,EMI,UPI,2022-11-10,1846526T1668041240324,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1515909,MSRG028W,37,member,1890,SUCCESS,6,EMI,UPI,2022-11-09,1515909T1668013346104,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1502882,MSRP002W,3,member,879,SUCCESS,5,EMI,UPI,2022-11-09,1502882T1667986229965,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1896075,MSRG031W,4,member,2000,SUCCESS,3,EMI,UPI,2022-11-09,1896075T1667986161440,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1815655,MSRG030W,52,member,118,SUCCESS,4,EMI,UPI,2022-11-09,1815655T1667986154237,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1926650,MSRG031W,43,member,2000,SUCCESS,3,EMI,UPI,2022-11-09,1926650T1667986121741,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1889107,MSRB011W,72,member,118,SUCCESS,4,EMI,UPI,2022-11-09,1889107T1667986109360,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
1808006,MSRB011W,19,member,121,SUCCESS,4,EMI,UPI,2022-11-09,1808006T1667986078462,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:40
940064,MPS6K004T,66,member,500,SUCCESS,9,EMI,UPI,2022-11-09,940064T1667986053434,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:39
956888,MPS6K004T,78,member,500,SUCCESS,9,EMI,UPI,2022-11-09,956888T1667986030182,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:39
1509893,MSRG028W,27,member,2000,SUCCESS,6,EMI,UPI,2022-11-09,1509893T1667986027165,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:39
1578041,MSRP003W,2,member,118,SUCCESS,5,EMI,UPI,2022-11-09,1578041T1667981067116,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:39
1426005,MPG027W,87,member,15,SUCCESS,6,EMI,UPI,2022-11-09,1426005T1667973564995,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:39
996994,MPS6K004T,92,member,500,SUCCESS,9,EMI,UPI,2022-11-09,996994T1667944036044,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1830291,MSRG030W,67,member,4,SUCCESS,4,EMI,UPI,2022-11-09,1830291T1667940072773,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
959815,MPS6K004T,82,member,500,SUCCESS,9,EMI,UPI,2022-11-08,959815T1667924937036,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
2211559,MSRP017W,48,member,1000,SUCCESS,2,EMI,UPI,2022-11-08,2211559T1667918408217,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1530382,MSRP002W,29,member,119,SUCCESS,5,EMI,UPI,2022-11-08,1530382T1667898483380,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1796057,MSRP008W,23,member,118,SUCCESS,4,EMI,UPI,2022-11-08,1796057T1667888839456,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1640900,MSRP003W,77,member,118,SUCCESS,5,EMI,UPI,2022-11-08,1640900T1667884084982,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1894594,MSRB011W,77,member,118,SUCCESS,4,EMI,UPI,2022-11-07,1894594T1667831348729,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1814687,MSRG030W,48,member,118,SUCCESS,4,EMI,UPI,2022-11-07,1814687T1667811969123,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1678962,MSRG029W,40,member,118,SUCCESS,5,EMI,UPI,2022-11-07,1678962T1667810352311,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1901504,MSRP011W,50,member,1000,SUCCESS,3,EMI,UPI,2022-11-07,1901504T1667809901482,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:38
1953883,MSRG031W,72,member,450,SUCCESS,3,EMI,DIVIDEND-ADJUSTMENT-ADV,2022-11-07,1953883T1667796789890,DIVIDEND-ADJUSTMENT-ADV,2022-11-26,2022-11-26,Harish C,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:38
728331,MPS6K004T,22,member,500,SUCCESS,9,EMI,UPI,2022-11-06,728331T1667759078348,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:37
999118,MPS6K004T,96,member,500,SUCCESS,9,EMI,UPI,2022-11-06,999118T1667755835973,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:37
1821890,MSRP009W,4,member,118,SUCCESS,4,EMI,UPI,2022-11-06,1821890T1667736678140,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:37
845757,MPS18K001T,53,member,1000,SUCCESS,10,EMI,UPI,2022-11-06,845757T1667722480194,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:36
1491955,MSRP001W,81,member,118,SUCCESS,6,EMI,UPI,2022-11-05,1491955T1667647274156,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:36
6824,HYG001W,72,member,2000,SUCCESS,24,EMI,UPI,2022-09-30,6824T1667644140425,2.27E+11,2022-11-26,2022-11-26,Pavan Kumar Bonagiri,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:36
10033,HYG001W,70,member,2000,SUCCESS,24,EMI,UPI,2022-11-04,10033T1667643874497,9.99E+11,2022-11-26,2022-11-26,Pavan Kumar Bonagiri,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:35
23951,HYB002W,5,member,706,SUCCESS,22,EMI,NEFT,2022-11-04,23951T1667642125978,485774563,2022-11-26,2022-11-26,Ravali are,OFFLINE,no,Wallet Adjustment: 2022-11-26 02:45:35
2308871,MSRB014W,42,member,4000,SUCCESS,2,EMI,UPI,2022-11-05,2308871T1667637201061,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:35
2309658,MSRP019W,55,member,1000,SUCCESS,2,EMI,UPI,2022-11-05,2309658T1667637198300,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:35
2291597,MSRG035W,46,member,2000,SUCCESS,2,EMI,UPI,2022-11-05,2291597T1667637195607,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:35
2239703,MSRP017W,67,member,1000,SUCCESS,2,EMI,UPI,2022-11-05,2239703T1667637183819,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:35
2341888,MSRB014W,49,member,4000,SUCCESS,2,EMI,UPI,2022-11-05,2341888T1667637182065,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:35
2072079,MSRB013W,2,member,4000,SUCCESS,2,EMI,UPI,2022-11-05,2072079T1667637176953,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:35
2304948,MSRP019W,44,member,1000,SUCCESS,2,EMI,UPI,2022-11-05,2304948T1667637175411,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:35
2304905,MSRP019W,43,member,1000,SUCCESS,2,EMI,UPI,2022-11-05,2304905T1667637173622,,2022-11-26,2022-11-26,,SIPLY,no,Wallet Adjustment: 2022-11-26 02:45:34
